id,product_id,size,color,price_adjustment,sku
620,187,L,Negro,-12.26,SKU187LN
621,187,S,Azul,-4.74,SKU187SA
622,187,XL,Marrón,-11.69,SKU187XLM
623,188,XL,Verde,29.2,SKU188XLV
624,188,L,Negro,21.55,SKU188LN
625,188,L,Blanco,24.09,SKU188LB
626,188,M,Rojo,49.61,SKU188MR
627,188,L,Rojo,-6.97,SKU188LR
628,189,S,Gris,-5.67,SKU189SG
629,189,L,Beige,49.73,SKU189LB
630,189,XL,Rojo,43.29,SKU189XLR
631,189,M,Verde,33.61,SKU189MV
632,190,XS,Verde,21.36,SKU190XSV
633,190,M,Negro,2.27,SKU190MN
634,190,XS,Negro,35.35,SKU190XSN
635,190,L,Rojo,32.89,SKU190LR
636,191,XL,Blanco,22.63,SKU191XLB
637,191,XL,Gris,38.49,SKU191XLG
638,191,S,Blanco,2.33,SKU191SB
639,192,L,Blanco,0.29,SKU192LB
640,192,XL,Beige,5.93,SKU192XLB
641,192,M,Beige,13.36,SKU192MB
642,192,XS,Blanco,-7.37,SKU192XSB
643,193,L,Rojo,-19.19,SKU193LR
644,193,M,Gris,30.71,SKU193MG
645,193,S,Azul,11.51,SKU193SA
646,194,M,Gris,2.22,SKU194MG
647,194,XS,Rojo,-0.58,SKU194XSR
648,194,S,Verde,22.82,SKU194SV
649,194,XS,Blanco,9.46,SKU194XSB
650,195,S,Verde,27.11,SKU195SV
651,195,XL,Beige,-18.57,SKU195XLB
652,196,L,Gris,46.04,SKU196LG
653,196,XL,Beige,38.54,SKU196XLB
654,196,M,Negro,21.98,SKU196MN
655,196,L,Rojo,36.11,SKU196LR
656,197,XS,Beige,11.63,SKU197XSB
657,197,XS,Marrón,2.18,SKU197XSM
658,198,XS,Beige,49.96,SKU198XSB
659,198,S,Marrón,34.15,SKU198SM
660,198,M,Gris,10.32,SKU198MG
661,198,S,Rojo,30.22,SKU198SR
662,198,XS,Gris,31.58,SKU198XSG
663,199,XL,Azul,38.67,SKU199XLA
664,199,M,Verde,18.65,SKU199MV
665,199,S,Azul,-10.73,SKU199SA
666,200,S,Negro,32.81,SKU200SN
667,200,XL,Verde,3.43,SKU200XLV
668,200,M,Beige,4.76,SKU200MB
669,201,M,Azul,36.26,SKU201MA
670,201,L,Gris,7.13,SKU201LG
671,201,XL,Negro,15.11,SKU201XLN
672,202,L,Azul,19.37,SKU202LA
673,202,XS,Gris,3.96,SKU202XSG
674,202,S,Blanco,-15.61,SKU202SB
675,202,XL,Marrón,39.82,SKU202XLM
676,203,S,Rojo,41.47,SKU203SR
677,203,L,Negro,0.64,SKU203LN
678,203,M,Blanco,18.42,SKU203MB
679,204,L,Verde,13.58,SKU204LV
680,204,XL,Rojo,-2.01,SKU204XLR
681,204,S,Gris,12.99,SKU204SG
682,205,S,Verde,27.26,SKU205SV
683,205,XL,Marrón,35.11,SKU205XLM
684,205,XL,Gris,-15.03,SKU205XLG
685,205,M,Azul,35.54,SKU205MA
686,206,XS,Blanco,-4.58,SKU206XSB
687,206,M,Gris,-2.91,SKU206MG
688,206,M,Rojo,33.01,SKU206MR
689,206,S,Beige,19.67,SKU206SB
690,206,XS,Gris,17.98,SKU206XSG
691,207,S,Verde,-16.22,SKU207SV
692,207,S,Beige,-18.69,SKU207SB
693,208,M,Gris,36.25,SKU208MG
694,208,XS,Marrón,36.29,SKU208XSM
695,208,XL,Rojo,-5.69,SKU208XLR
696,209,L,Verde,34.19,SKU209LV
697,209,L,Azul,13.7,SKU209LA
698,210,L,Azul,-9.54,SKU210LA
699,210,M,Negro,-6.61,SKU210MN
700,211,S,Blanco,26.35,SKU211SB
701,211,XL,Azul,28.87,SKU211XLA
702,212,M,Blanco,35.57,SKU212MB
703,212,XL,Blanco,24.08,SKU212XLB
704,212,S,Verde,0.69,SKU212SV
705,213,L,Rojo,31.03,SKU213LR
706,213,XL,Blanco,-14.4,SKU213XLB
707,214,XS,Gris,29.67,SKU214XSG
708,214,L,Verde,4.64,SKU214LV
709,214,M,Azul,-13.2,SKU214MA
710,214,S,Azul,-13.87,SKU214SA
711,214,XS,Azul,36.06,SKU214XSA
712,215,M,Blanco,0.19,SKU215MB
713,215,S,Beige,-16.38,SKU215SB
714,215,S,Negro,-0.19,SKU215SN
715,215,L,Rojo,-0.59,SKU215LR
716,216,L,Verde,44.94,SKU216LV
717,216,M,Verde,-19.09,SKU216MV
718,216,XL,Marrón,-9.21,SKU216XLM
719,216,XS,Blanco,18.6,SKU216XSB
720,216,S,Azul,-19.42,SKU216SA
721,217,M,Marrón,43.11,SKU217MM
722,217,S,Marrón,-3.06,SKU217SM
723,218,L,Verde,26.95,SKU218LV
724,218,XL,Gris,-2.26,SKU218XLG
725,218,XL,Blanco,16.51,SKU218XLB
726,219,L,Negro,-6.6,SKU219LN
727,219,XS,Rojo,11.71,SKU219XSR
728,219,XL,Negro,10.21,SKU219XLN
729,220,S,Azul,20.99,SKU220SA
730,220,S,Rojo,-0.38,SKU220SR
731,220,M,Negro,39.59,SKU220MN
732,220,S,Gris,1.62,SKU220SG
733,220,XS,Beige,-6.09,SKU220XSB
734,221,M,Gris,30.54,SKU221MG
735,221,XS,Gris,-13.88,SKU221XSG
736,222,XS,Marrón,43.1,SKU222XSM
737,222,S,Azul,18.8,SKU222SA
738,222,S,Gris,-19.16,SKU222SG
739,222,M,Azul,33.82,SKU222MA
740,223,S,Blanco,1.94,SKU223SB
741,223,M,Rojo,-5.95,SKU223MR
742,223,XS,Negro,-2.07,SKU223XSN
743,223,XS,Blanco,45.43,SKU223XSB
744,224,XL,Verde,-2.96,SKU224XLV
745,224,XS,Azul,26.7,SKU224XSA
746,225,L,Marrón,24.83,SKU225LM
747,225,XS,Azul,49.86,SKU225XSA
748,226,XS,Gris,33.78,SKU226XSG
749,226,S,Beige,3.17,SKU226SB
750,226,XS,Blanco,4.45,SKU226XSB
751,227,XL,Marrón,9.55,SKU227XLM
752,227,XS,Marrón,14.71,SKU227XSM
753,227,M,Azul,10.67,SKU227MA
754,228,S,Blanco,22.84,SKU228SB
755,228,XL,Marrón,19.67,SKU228XLM
756,228,XL,Beige,4.3,SKU228XLB
757,229,XS,Blanco,16.7,SKU229XSB
758,229,XS,Verde,41.13,SKU229XSV
759,229,XS,Azul,41.56,SKU229XSA
760,229,S,Blanco,28.11,SKU229SB
761,229,M,Negro,29.4,SKU229MN
762,230,M,Rojo,-14.45,SKU230MR
763,230,M,Azul,-16.96,SKU230MA
764,230,XS,Negro,36.99,SKU230XSN
765,230,M,Blanco,15.37,SKU230MB
766,230,XS,Marrón,7.51,SKU230XSM
767,231,L,Azul,12.54,SKU231LA
768,231,XS,Beige,45.79,SKU231XSB
769,231,L,Verde,12.56,SKU231LV
770,231,XL,Marrón,24.31,SKU231XLM
771,232,L,Marrón,-16.96,SKU232LM
772,232,S,Gris,12.78,SKU232SG
773,233,S,Rojo,5.92,SKU233SR
774,233,XS,Negro,-16.06,SKU233XSN
775,233,L,Marrón,-4.31,SKU233LM
776,233,L,Rojo,36.94,SKU233LR
777,233,M,Beige,46.86,SKU233MB
778,234,S,Gris,31.79,SKU234SG
779,234,XS,Azul,10.19,SKU234XSA
780,234,XS,Blanco,48.46,SKU234XSB
781,235,S,Negro,17.99,SKU235SN
782,235,L,Gris,42.91,SKU235LG
783,235,S,Rojo,36.21,SKU235SR
784,236,XL,Marrón,25.23,SKU236XLM
785,236,XL,Beige,18.38,SKU236XLB
786,236,XS,Marrón,-0.53,SKU236XSM
787,236,S,Verde,22.94,SKU236SV
788,236,M,Negro,46.43,SKU236MN
789,237,M,Beige,-6.44,SKU237MB
790,237,S,Marrón,-8.5,SKU237SM
791,237,L,Azul,41.49,SKU237LA
792,237,S,Rojo,-8.03,SKU237SR
793,238,XL,Verde,10.57,SKU238XLV
794,238,XS,Gris,32.75,SKU238XSG
795,238,S,Beige,30.69,SKU238SB
796,238,M,Verde,32.2,SKU238MV
797,239,S,Blanco,32.46,SKU239SB
798,239,XS,Gris,5.57,SKU239XSG
799,240,L,Azul,5.87,SKU240LA
800,240,XS,Rojo,22.53,SKU240XSR
801,240,XS,Beige,-8.42,SKU240XSB
802,240,S,Rojo,39.76,SKU240SR
803,240,M,Azul,18.47,SKU240MA
804,241,XS,Rojo,30.7,SKU241XSR
805,241,XL,Blanco,-17.75,SKU241XLB
806,241,M,Negro,4.44,SKU241MN
807,242,XL,Verde,-15.68,SKU242XLV
808,242,S,Beige,5.97,SKU242SB
809,243,S,Gris,0.76,SKU243SG
810,243,XL,Verde,29.98,SKU243XLV
811,244,S,Beige,17.5,SKU244SB
812,244,S,Marrón,1.56,SKU244SM
813,244,XS,Negro,7.39,SKU244XSN
814,244,S,Verde,22.44,SKU244SV
815,245,M,Blanco,6.19,SKU245MB
816,245,XS,Blanco,40.12,SKU245XSB
817,246,XL,Rojo,29.86,SKU246XLR
818,246,S,Negro,13.65,SKU246SN
819,246,M,Beige,2.02,SKU246MB
820,247,M,Verde,33.5,SKU247MV
821,247,S,Rojo,4.02,SKU247SR
822,247,S,Verde,17.54,SKU247SV
823,248,XL,Beige,15.45,SKU248XLB
824,248,M,Rojo,-18.08,SKU248MR
825,248,XL,Azul,38.32,SKU248XLA
826,249,XL,Gris,45.59,SKU249XLG
827,249,S,Marrón,22.18,SKU249SM
828,249,XL,Verde,-2.67,SKU249XLV
829,249,S,Rojo,42.97,SKU249SR
830,250,L,Verde,25.46,SKU250LV
831,250,L,Rojo,7.1,SKU250LR
832,250,XL,Rojo,26.14,SKU250XLR
833,250,L,Azul,14.87,SKU250LA
834,250,S,Blanco,47.18,SKU250SB
835,251,XS,Blanco,13.01,SKU251XSB
836,251,XL,Negro,2.97,SKU251XLN
837,251,M,Gris,39.98,SKU251MG
838,251,S,Azul,-11.8,SKU251SA
839,252,L,Verde,26.81,SKU252LV
840,252,XL,Beige,-10.92,SKU252XLB
841,252,M,Beige,18.99,SKU252MB
842,253,XS,Blanco,2.65,SKU253XSB
843,253,M,Azul,23.79,SKU253MA
844,253,M,Negro,-2.68,SKU253MN
845,254,XL,Rojo,26.79,SKU254XLR
846,254,XL,Azul,-7.51,SKU254XLA
847,254,S,Negro,44.22,SKU254SN
848,254,L,Verde,14.73,SKU254LV
849,255,M,Negro,-12.67,SKU255MN
850,255,S,Verde,15.33,SKU255SV
851,255,S,Rojo,-6.69,SKU255SR
852,256,L,Beige,31.12,SKU256LB
853,256,XL,Marrón,11.65,SKU256XLM
854,256,L,Marrón,-14.94,SKU256LM
855,257,L,Rojo,19.82,SKU257LR
856,257,M,Beige,37.46,SKU257MB
857,258,XL,Marrón,22.59,SKU258XLM
858,258,XS,Beige,47.51,SKU258XSB
859,258,M,Verde,49.55,SKU258MV
860,258,XS,Rojo,41.58,SKU258XSR
861,259,XL,Blanco,-19.99,SKU259XLB
862,259,M,Verde,49.5,SKU259MV
863,260,XS,Negro,23.6,SKU260XSN
864,260,XL,Marrón,-6.94,SKU260XLM
865,260,S,Marrón,36.75,SKU260SM
866,260,L,Rojo,12.83,SKU260LR
867,261,S,Gris,35.01,SKU261SG
868,261,XL,Beige,20.4,SKU261XLB
869,261,S,Marrón,17.19,SKU261SM
870,261,M,Beige,42.51,SKU261MB
871,262,XL,Azul,-10.93,SKU262XLA
872,262,L,Rojo,38.56,SKU262LR
873,262,S,Verde,-18.2,SKU262SV
874,262,L,Azul,6.26,SKU262LA
875,263,XL,Negro,-3.73,SKU263XLN
876,263,XS,Verde,19.95,SKU263XSV
877,263,XS,Gris,41.35,SKU263XSG
878,263,XS,Blanco,30.2,SKU263XSB
879,264,S,Azul,3.25,SKU264SA
880,264,L,Rojo,43.83,SKU264LR
881,264,S,Marrón,-10.12,SKU264SM
882,264,XL,Azul,-1.02,SKU264XLA
883,264,M,Negro,21.38,SKU264MN
884,265,L,Beige,19.93,SKU265LB
885,265,XL,Negro,27.37,SKU265XLN
886,265,S,Rojo,18.45,SKU265SR
887,265,XS,Beige,-7.81,SKU265XSB
888,266,L,Azul,20.42,SKU266LA
889,266,S,Azul,41.58,SKU266SA
890,266,M,Beige,-15.28,SKU266MB
891,267,S,Gris,-19.7,SKU267SG
892,267,S,Rojo,-6.92,SKU267SR
893,267,L,Marrón,1.8,SKU267LM
894,267,XS,Beige,19.31,SKU267XSB
895,268,S,Blanco,0.82,SKU268SB
896,268,XS,Blanco,30.35,SKU268XSB
897,268,XL,Beige,-15.29,SKU268XLB
898,268,L,Beige,-18.34,SKU268LB
899,269,XS,Azul,20.54,SKU269XSA
900,269,M,Rojo,40.04,SKU269MR
901,269,S,Marrón,23.34,SKU269SM
902,269,S,Blanco,-11.12,SKU269SB
903,269,XS,Gris,43.64,SKU269XSG
904,270,XL,Blanco,16.25,SKU270XLB
905,270,L,Verde,39.42,SKU270LV
906,271,XS,Blanco,44.1,SKU271XSB
907,271,XL,Verde,-0.4,SKU271XLV
908,272,XS,Marrón,-3.87,SKU272XSM
909,272,L,Azul,21.9,SKU272LA
910,272,S,Gris,23.3,SKU272SG
911,273,XL,Azul,-1.76,SKU273XLA
912,273,M,Rojo,-13.09,SKU273MR
913,273,L,Rojo,-5.24,SKU273LR
914,274,M,Gris,47.04,SKU274MG
915,274,S,Beige,16.65,SKU274SB
916,274,XS,Negro,43.83,SKU274XSN
917,275,XS,Verde,33.05,SKU275XSV
918,275,L,Negro,-18.09,SKU275LN
919,275,S,Gris,-15.03,SKU275SG
920,276,XS,Beige,29.36,SKU276XSB
921,276,L,Rojo,17.14,SKU276LR
922,276,XS,Negro,-8.74,SKU276XSN
923,277,S,Negro,-12.84,SKU277SN
924,277,XS,Rojo,42.37,SKU277XSR
925,278,M,Gris,-14.32,SKU278MG
926,278,XS,Verde,-8.31,SKU278XSV
927,278,S,Beige,43.18,SKU278SB
928,278,L,Rojo,-4.06,SKU278LR
929,279,M,Rojo,26.28,SKU279MR
930,279,L,Beige,15.05,SKU279LB
931,279,M,Gris,-8.56,SKU279MG
932,279,XS,Negro,-1.2,SKU279XSN
933,279,XL,Rojo,21.56,SKU279XLR
934,280,XL,Marrón,9.92,SKU280XLM
935,280,M,Azul,11.08,SKU280MA
936,281,S,Negro,40.24,SKU281SN
937,281,L,Blanco,7.49,SKU281LB
938,281,XL,Marrón,39.22,SKU281XLM
939,282,L,Marrón,-14.74,SKU282LM
940,282,M,Blanco,5.48,SKU282MB
941,282,S,Negro,47.93,SKU282SN
942,282,XS,Blanco,-0.14,SKU282XSB
943,283,M,Gris,-3.15,SKU283MG
944,283,S,Negro,-15.99,SKU283SN
945,284,XS,Gris,-12.62,SKU284XSG
946,284,XS,Verde,-18.0,SKU284XSV
947,284,L,Verde,0.26,SKU284LV
948,284,L,Rojo,11.2,SKU284LR
949,284,S,Blanco,35.64,SKU284SB
950,285,L,Blanco,-19.73,SKU285LB
951,285,M,Blanco,-10.11,SKU285MB
952,285,XS,Blanco,-15.86,SKU285XSB
953,285,L,Gris,22.84,SKU285LG
954,286,M,Gris,5.02,SKU286MG
955,286,XS,Negro,44.68,SKU286XSN
956,286,XL,Rojo,-0.86,SKU286XLR
957,287,M,Beige,-18.32,SKU287MB
958,287,M,Negro,6.4,SKU287MN
959,288,L,Rojo,33.17,SKU288LR
960,288,XS,Gris,24.19,SKU288XSG
961,289,XL,Negro,41.01,SKU289XLN
962,289,S,Rojo,-17.21,SKU289SR
963,289,S,Beige,-2.25,SKU289SB
964,289,XS,Azul,35.23,SKU289XSA
965,290,S,Gris,47.1,SKU290SG
966,290,M,Gris,8.75,SKU290MG
967,290,L,Beige,15.06,SKU290LB
968,291,M,Beige,-7.63,SKU291MB
969,291,M,Negro,47.48,SKU291MN
970,292,M,Beige,-1.07,SKU292MB
971,292,L,Azul,-1.01,SKU292LA
972,293,S,Beige,5.17,SKU293SB
973,293,L,Beige,8.28,SKU293LB
974,293,L,Negro,28.88,SKU293LN
975,293,XS,Beige,0.97,SKU293XSB
976,293,M,Negro,-18.95,SKU293MN
977,294,M,Azul,48.91,SKU294MA
978,294,M,Negro,34.39,SKU294MN
979,294,M,Marrón,6.18,SKU294MM
980,294,XL,Azul,30.79,SKU294XLA
981,295,L,Verde,19.63,SKU295LV
982,295,XL,Blanco,-17.06,SKU295XLB
983,295,L,Blanco,24.94,SKU295LB
984,295,S,Negro,-3.98,SKU295SN
985,296,S,Blanco,44.62,SKU296SB
986,296,L,Beige,45.47,SKU296LB
987,297,S,Blanco,-0.8,SKU297SB
988,297,XL,Beige,38.09,SKU297XLB
989,297,XL,Azul,12.14,SKU297XLA
990,297,M,Beige,-18.96,SKU297MB
991,298,M,Marrón,42.62,SKU298MM
992,298,S,Verde,-14.97,SKU298SV
993,298,XL,Beige,12.97,SKU298XLB
994,298,XS,Gris,20.39,SKU298XSG
995,298,XS,Azul,28.93,SKU298XSA
996,299,L,Gris,-11.89,SKU299LG
997,299,S,Azul,19.66,SKU299SA
998,299,S,Beige,14.01,SKU299SB
999,299,M,Beige,23.96,SKU299MB
1000,300,XL,Marrón,13.31,SKU300XLM
1001,300,M,Gris,8.27,SKU300MG
1002,300,XS,Azul,6.58,SKU300XSA
1003,300,XS,Blanco,21.31,SKU300XSB
1004,301,XS,Blanco,48.88,SKU301XSB
1005,301,S,Rojo,-12.08,SKU301SR
1006,301,XL,Rojo,-16.7,SKU301XLR
1007,302,S,Verde,16.65,SKU302SV
1008,302,M,Azul,38.34,SKU302MA
1009,302,L,Negro,4.51,SKU302LN
1010,303,L,Rojo,-3.24,SKU303LR
1011,303,M,Beige,23.79,SKU303MB
1012,303,M,Rojo,37.66,SKU303MR
1013,303,S,Negro,-9.51,SKU303SN
1014,304,S,Verde,47.64,SKU304SV
1015,304,L,Gris,4.11,SKU304LG
1016,305,XL,Verde,14.68,SKU305XLV
1017,305,XL,Blanco,35.85,SKU305XLB
1018,305,XS,Verde,-17.08,SKU305XSV
1019,305,M,Azul,46.27,SKU305MA
1020,305,S,Verde,6.45,SKU305SV
1021,306,S,Marrón,-13.06,SKU306SM
1022,306,XL,Verde,34.3,SKU306XLV
1023,307,S,Rojo,-18.14,SKU307SR
1024,307,S,Negro,-4.2,SKU307SN
1025,307,M,Verde,47.33,SKU307MV
1026,308,XS,Verde,22.24,SKU308XSV
1027,308,L,Negro,21.15,SKU308LN
1028,309,XL,Azul,20.36,SKU309XLA
1029,309,L,Rojo,17.68,SKU309LR
1030,310,L,Negro,-9.79,SKU310LN
1031,310,L,Verde,44.6,SKU310LV
1032,311,M,Verde,32.97,SKU311MV
1033,311,S,Blanco,0.84,SKU311SB
1034,311,M,Azul,-5.87,SKU311MA
1035,311,S,Verde,27.51,SKU311SV
1036,311,XS,Marrón,10.5,SKU311XSM
1037,312,XS,Gris,-10.39,SKU312XSG
1038,312,L,Beige,-16.8,SKU312LB
1039,312,M,Blanco,-14.23,SKU312MB
1040,312,XL,Gris,16.45,SKU312XLG
1041,313,M,Rojo,20.65,SKU313MR
1042,313,XS,Negro,24.66,SKU313XSN
1043,313,M,Marrón,47.33,SKU313MM
1044,314,XS,Gris,37.92,SKU314XSG
1045,314,M,Blanco,6.65,SKU314MB
1046,314,XS,Verde,25.8,SKU314XSV
1047,315,M,Marrón,10.39,SKU315MM
1048,315,XL,Verde,25.76,SKU315XLV
1049,315,XS,Marrón,-6.62,SKU315XSM
1050,315,XS,Verde,12.07,SKU315XSV
1051,316,XS,Gris,-1.16,SKU316XSG
1052,316,L,Marrón,-4.86,SKU316LM
1053,317,XL,Blanco,3.47,SKU317XLB
1054,317,L,Blanco,-15.12,SKU317LB
1055,317,L,Gris,-4.78,SKU317LG
1056,318,S,Gris,38.81,SKU318SG
1057,318,XS,Marrón,1.05,SKU318XSM
1058,318,M,Verde,30.57,SKU318MV
1059,318,XL,Azul,24.63,SKU318XLA
1060,319,S,Beige,-0.61,SKU319SB
1061,319,XS,Marrón,44.76,SKU319XSM
1062,320,L,Blanco,-16.14,SKU320LB
1063,320,XS,Azul,10.07,SKU320XSA
1064,320,M,Beige,-15.3,SKU320MB
1065,320,XS,Verde,17.24,SKU320XSV
1066,320,XL,Verde,-15.5,SKU320XLV
1067,321,M,Gris,33.86,SKU321MG
1068,321,XL,Gris,47.47,SKU321XLG
1069,321,L,Gris,-6.32,SKU321LG
1070,321,XS,Verde,45.07,SKU321XSV
1071,321,M,Azul,11.99,SKU321MA
1072,322,XS,Blanco,-4.43,SKU322XSB
1073,322,S,Beige,-1.06,SKU322SB
1074,323,M,Negro,22.3,SKU323MN
1075,323,S,Negro,33.59,SKU323SN
1076,323,L,Marrón,18.32,SKU323LM
1077,324,S,Marrón,40.37,SKU324SM
1078,324,XS,Verde,27.77,SKU324XSV
1079,325,M,Marrón,-1.41,SKU325MM
1080,325,M,Beige,32.99,SKU325MB
1081,325,S,Azul,20.44,SKU325SA
1082,326,S,Rojo,8.06,SKU326SR
1083,326,M,Negro,-7.06,SKU326MN
1084,326,M,Azul,6.54,SKU326MA
1085,326,M,Beige,-9.29,SKU326MB
1086,326,S,Beige,42.41,SKU326SB
1087,327,XS,Verde,29.77,SKU327XSV
1088,327,S,Marrón,16.76,SKU327SM
1089,328,M,Rojo,34.65,SKU328MR
1090,328,S,Negro,6.03,SKU328SN
1091,328,S,Azul,-18.49,SKU328SA
1092,329,XL,Beige,5.81,SKU329XLB
1093,329,L,Negro,42.61,SKU329LN
1094,329,M,Blanco,26.8,SKU329MB
1095,330,L,Rojo,10.89,SKU330LR
1096,330,L,Azul,42.17,SKU330LA
1097,330,M,Blanco,14.13,SKU330MB
1098,330,M,Rojo,1.58,SKU330MR
1099,331,L,Gris,0.5,SKU331LG
1100,331,L,Negro,-14.93,SKU331LN
1101,331,S,Gris,16.47,SKU331SG
1102,331,M,Verde,-7.78,SKU331MV
1103,331,L,Rojo,13.97,SKU331LR
1104,332,S,Blanco,15.37,SKU332SB
1105,332,XS,Verde,-13.71,SKU332XSV
1106,332,XS,Blanco,11.73,SKU332XSB
1107,332,M,Verde,42.11,SKU332MV
1108,333,XS,Rojo,30.78,SKU333XSR
1109,333,M,Gris,-2.27,SKU333MG
1110,333,XS,Marrón,-4.52,SKU333XSM
1111,333,XS,Gris,14.07,SKU333XSG
1112,333,XL,Blanco,42.06,SKU333XLB
1113,334,XS,Blanco,-14.74,SKU334XSB
1114,334,L,Gris,28.69,SKU334LG
1115,335,M,Rojo,42.73,SKU335MR
1116,335,L,Beige,37.42,SKU335LB
1117,335,S,Rojo,1.96,SKU335SR
1118,336,L,Blanco,44.12,SKU336LB
1119,336,S,Azul,-8.49,SKU336SA
1120,336,M,Blanco,9.06,SKU336MB
1121,336,S,Verde,26.92,SKU336SV
1122,336,M,Negro,21.68,SKU336MN
1123,337,S,Rojo,17.34,SKU337SR
1124,337,S,Blanco,-2.52,SKU337SB
1125,337,XS,Beige,7.18,SKU337XSB
1126,337,L,Marrón,2.53,SKU337LM
1127,337,S,Marrón,9.39,SKU337SM
1128,338,L,Marrón,30.46,SKU338LM
1129,338,L,Blanco,32.29,SKU338LB
1130,338,L,Verde,-4.33,SKU338LV
1131,339,M,Blanco,4.02,SKU339MB
1132,339,S,Blanco,35.78,SKU339SB
1133,339,L,Gris,46.47,SKU339LG
1134,339,S,Gris,10.14,SKU339SG
1135,340,L,Rojo,11.64,SKU340LR
1136,340,XL,Rojo,33.54,SKU340XLR
1137,340,S,Azul,32.66,SKU340SA
1138,341,S,Blanco,38.79,SKU341SB
1139,341,L,Beige,-9.35,SKU341LB
1140,342,M,Gris,38.56,SKU342MG
1141,342,S,Rojo,40.33,SKU342SR
1142,342,M,Azul,-16.59,SKU342MA
1143,342,L,Azul,26.14,SKU342LA
1144,342,XS,Rojo,38.39,SKU342XSR
1145,343,XL,Rojo,-11.29,SKU343XLR
1146,343,XS,Gris,6.34,SKU343XSG
1147,343,S,Rojo,26.06,SKU343SR
1148,343,XL,Marrón,30.57,SKU343XLM
1149,344,L,Negro,37.63,SKU344LN
1150,344,XL,Negro,15.3,SKU344XLN
1151,344,XL,Marrón,33.14,SKU344XLM
1152,345,XS,Blanco,-1.57,SKU345XSB
1153,345,S,Rojo,8.52,SKU345SR
1154,346,XL,Verde,9.4,SKU346XLV
1155,346,M,Rojo,2.69,SKU346MR
1156,347,S,Azul,0.45,SKU347SA
1157,347,S,Marrón,20.21,SKU347SM
1158,347,L,Negro,3.44,SKU347LN
1159,347,XL,Negro,5.25,SKU347XLN
1160,347,M,Azul,1.29,SKU347MA
1161,348,L,Verde,35.75,SKU348LV
1162,348,XL,Marrón,35.57,SKU348XLM
1163,348,S,Beige,24.15,SKU348SB
1164,349,XS,Beige,8.4,SKU349XSB
1165,349,XS,Gris,40.02,SKU349XSG
1166,350,M,Rojo,18.06,SKU350MR
1167,350,XL,Rojo,15.11,SKU350XLR
1168,350,L,Verde,-3.27,SKU350LV
1169,350,M,Azul,43.41,SKU350MA
1170,350,S,Verde,31.31,SKU350SV
1171,351,XL,Verde,-9.79,SKU351XLV
1172,351,XS,Beige,38.7,SKU351XSB
1173,352,XS,Rojo,-11.61,SKU352XSR
1174,352,XL,Gris,26.69,SKU352XLG
1175,352,L,Rojo,-6.97,SKU352LR
1176,353,XL,Blanco,33.09,SKU353XLB
1177,353,S,Negro,2.51,SKU353SN
1178,353,L,Azul,8.75,SKU353LA
1179,353,XS,Verde,46.35,SKU353XSV
1180,354,M,Verde,10.32,SKU354MV
1181,354,L,Azul,33.24,SKU354LA
1182,354,S,Gris,48.01,SKU354SG
1183,354,M,Blanco,-12.41,SKU354MB
1184,355,XS,Verde,13.81,SKU355XSV
1185,355,XL,Beige,49.09,SKU355XLB
1186,355,XL,Azul,22.36,SKU355XLA
1187,355,L,Verde,24.98,SKU355LV
1188,355,L,Azul,18.87,SKU355LA
1189,356,XL,Rojo,19.32,SKU356XLR
1190,356,XS,Gris,17.18,SKU356XSG
1191,356,XS,Beige,-7.42,SKU356XSB
1192,356,S,Azul,-15.13,SKU356SA
1193,357,XL,Gris,-3.93,SKU357XLG
1194,357,XS,Rojo,-17.18,SKU357XSR
1195,358,M,Rojo,47.06,SKU358MR
1196,358,L,Verde,17.75,SKU358LV
1197,358,L,Gris,37.58,SKU358LG
1198,359,L,Gris,12.57,SKU359LG
1199,359,XL,Verde,8.52,SKU359XLV
1200,359,XS,Verde,-14.87,SKU359XSV
1201,359,L,Negro,-17.56,SKU359LN
1202,359,XL,Blanco,-11.97,SKU359XLB
1203,360,XS,Blanco,3.21,SKU360XSB
1204,360,L,Rojo,21.72,SKU360LR
1205,360,XS,Marrón,37.41,SKU360XSM
1206,361,XS,Blanco,-3.12,SKU361XSB
1207,361,M,Gris,26.83,SKU361MG
1208,361,XL,Rojo,-15.33,SKU361XLR
1209,362,S,Marrón,9.78,SKU362SM
1210,362,XS,Blanco,-2.22,SKU362XSB
1211,362,M,Blanco,-16.71,SKU362MB
1212,363,M,Beige,-10.17,SKU363MB
1213,363,L,Negro,34.26,SKU363LN
1214,363,XS,Verde,5.43,SKU363XSV
1215,363,S,Verde,-1.78,SKU363SV
1216,364,XS,Blanco,-8.98,SKU364XSB
1217,364,XL,Blanco,-14.12,SKU364XLB
1218,365,XL,Gris,-18.39,SKU365XLG
1219,365,S,Beige,-4.2,SKU365SB
1220,365,XS,Azul,39.15,SKU365XSA
1221,365,L,Verde,-13.12,SKU365LV
1222,366,XS,Rojo,26.73,SKU366XSR
1223,366,XL,Marrón,13.74,SKU366XLM
1224,366,S,Blanco,36.14,SKU366SB
1225,366,XS,Verde,37.34,SKU366XSV
1226,367,L,Negro,10.62,SKU367LN
1227,367,XL,Marrón,5.42,SKU367XLM
1228,367,XS,Negro,20.54,SKU367XSN
1229,367,S,Beige,16.03,SKU367SB
1230,367,XL,Negro,16.51,SKU367XLN
1231,368,M,Azul,-12.22,SKU368MA
1232,368,M,Beige,42.13,SKU368MB
